date,total_cost,plan_cost,emergency_cost,emergency_kwh
2025-08-05,63038.927655540036,49553.9398205432,13484.987834996835,1649.2583785666561
2025-08-06,59772.22219277905,55368.46720624,4403.7549865390565,850.7728779999977
2025-08-07,59098.39671169633,53438.93589725131,5659.460814445022,836.4688092999959
2025-08-08,21816.788595943726,21768.937513591198,47.85108235252973,20.478371066665158
2025-08-09,21768.131511187286,21555.80091751492,212.3305936723665,89.42371656666666
2025-08-10,54601.88991884489,52777.043874931755,1824.8460439131397,320.008812699998
2025-08-11,60466.40059151228,48816.57111341361,11649.829478098676,1524.874671699991
2025-08-12,64310.624400393746,52707.67600629981,11602.948394093937,1397.863913566663
2025-08-13,78695.11512275388,48073.33942586,30621.77569689388,3753.3209436999955
2025-08-14,60151.87336173376,51201.977502539,8949.895859194761,1272.1858199333246
2025-08-15,23166.92831431901,22132.2369525113,1034.6913618077112,331.7683890666643
2025-08-16,25863.290264647185,23188.990367327184,2674.299897320001,601.7164899999996
2025-08-17,56709.73808064497,51505.9707206311,5203.767360013871,613.702651233334
2025-08-18,53179.56747046528,51505.66820983861,1673.8992606266704,197.47929333333377
2025-08-19,57143.87428082057,49344.61668812801,7799.257592692562,1095.1025060666605
2025-08-20,66083.66887709557,54289.14747946699,11794.521397628567,1594.2579362333308
2025-08-21,54574.03384470329,52099.275951685995,2474.757893017297,328.58681376666414
2025-08-22,25732.473189338056,22215.1617272457,3517.311462092356,813.2751771666642
2025-08-23,24966.72028949713,21170.847468865897,3795.872820631232,603.9725297666685
2025-08-24,53659.3467467201,51268.06602107,2391.2807256500964,476.4335298666656
2025-08-25,65096.90426487333,64855.730556694994,241.17370817833358,28.74598000000003
2025-08-26,57227.65928164959,51036.770174265395,6190.889107384198,750.2122430333288
2025-08-27,77203.81083612092,49809.997124052694,27393.81371206822,3355.391751333331
2025-08-28,94136.99837533044,49559.46614321601,44577.532232114434,5829.560355566662
2025-08-29,23495.1350648227,23495.1350648227,0.0,0.0
2025-08-30,23892.940474093768,22410.9545784595,1481.9858956342703,412.7232421666627
2025-08-31,65156.678664747764,50622.78094540231,14533.897719345456,2057.007193299994
2025-09-01,49469.749421231,49469.749421231,0.0,0.0
2025-09-02,42457.609073374646,34554.017659125835,7903.591414248811,1213.9098054243286
2025-09-03,43828.963181915846,39021.708785308,4807.254396607846,774.4414090666631
2025-09-04,42166.02726710403,38149.287824188,4016.7394429160286,690.1064885999986
2025-09-05,18513.252920704,18513.252920704,0.0,0.0
2025-09-06,14372.366669688003,14372.366669688003,0.0,0.0
2025-09-07,52653.63380401045,35485.9210345905,17167.71276941995,2775.40628929999
2025-09-08,56181.69210922731,38008.159631605,18173.532477622313,3281.4328074666632
2025-09-09,57078.578069875904,35493.693582534,21584.884487341908,3503.715092800003
2025-09-10,60737.85661595889,39679.629891363904,21058.226724594984,3453.399935899997
2025-09-11,42459.13585880871,41522.249198958,936.8866598507088,204.29199763333213
2025-09-12,14672.961225139394,14196.604821517201,476.3564036221919,242.28034859999755
2025-09-13,14876.894185721758,13794.0389150942,1082.8552706275577,267.17271109999814
2025-09-14,46076.950178121624,44938.9638991095,1137.9862790121247,424.1618852666652
2025-09-15,44581.78790437259,39008.235246893,5573.552657479596,979.0778238999992
2025-09-16,49266.61494355166,43480.013275236,5786.601668315662,993.5525903333325
2025-09-17,48289.01139621855,41702.6465388916,6586.364857326951,1269.3606130333305
2025-09-18,60272.06294606661,38669.598383114804,21602.464562951805,3463.432659566659
2025-09-19,15323.0574921078,15323.0574921078,0.0,0.0
2025-09-20,16631.96185593872,13829.25716228992,2802.7046936488014,701.0795645999997
2025-09-21,43178.18834578039,42760.931131843,417.25721393739195,87.50094109999836
2025-09-22,48232.097541763505,46042.14649250501,2189.951049258499,449.51081273333295
2025-09-23,48788.709661280365,43644.62555461,5144.084106670365,906.0236299666633
2025-09-24,71278.45614137658,38434.48747071921,32843.96867065737,5119.611273733327
2025-09-25,43010.092302799945,42134.8339021939,875.2584006060397,233.03591876333127
2025-09-26,15293.5045962461,15293.5045962461,0.0,0.0
2025-09-27,20615.100734830456,14101.259766257801,6513.840968572653,1374.6318695666623
2025-09-28,58626.57797192867,42594.4834099046,16032.094562024075,2479.075487199996
2025-09-29,47405.56774844541,45249.305128866,2156.262619579418,362.0922525666665
2025-09-30,64722.31494676659,43457.7746066962,21264.540340070394,3458.656589293324
2025-10-01,38667.687489755655,38038.843443514,628.844046241658,127.74748333333167
2025-10-02,39710.85484629119,39540.1306811112,170.72416517999412,25.513586666665788
2025-10-03,12913.0384427056,12913.0384427056,0.0,0.0
2025-10-04,12720.840543696804,12206.14913975173,514.691403945075,156.92808169999762
2025-10-05,40792.912443503206,40792.912443503206,0.0,0.0
2025-10-06,59941.96806751634,36325.57163168139,23616.396435834948,3758.4213849
2025-10-07,55623.69795811992,35622.2333360839,20001.464622036023,3316.9842960999977
2025-10-08,63589.107032130436,33830.07645825519,29759.030573875243,4979.973785466663
2025-10-09,46224.292694587755,41834.583540802996,4389.709153784761,696.4041786333322
2025-10-10,13292.926932272805,12740.714907464699,552.2120248081068,251.98376929999597
2025-10-11,13912.648700065587,12706.7928602294,1205.8558398361874,244.06260773333088
2025-10-12,49236.52927039233,36753.86590887136,12482.663361520972,2097.9887377333316
2025-10-13,47554.04955789326,39798.81649943341,7755.23305845985,1383.9008719999972
2025-10-14,51008.48062193937,41562.3124147231,9446.168207216273,1775.3887435999973
2025-10-15,46840.20351361523,42470.758398815,4369.445114800232,773.6556011999967
2025-10-16,49685.66274937474,42197.598467497606,7488.064281877132,1333.126193566661
2025-10-17,15275.130229568947,12418.219306496061,2856.910923072887,702.1950040993329
2025-10-18,14066.4348628956,13404.060950062169,662.373912833431,210.74766543333254
2025-10-19,48850.842022427656,43362.735730195,5488.10629223265,967.1808976666578
2025-10-20,47315.65796255183,46959.9916826908,355.66627986102344,98.56279149999834
2025-10-21,53442.82767828776,44987.916760643006,8454.910917644751,1620.8025099666609
2025-10-22,62666.213165268375,42446.221599646,20219.99156562238,3280.6889611333295
2025-10-23,53074.2442319033,49999.004982177794,3075.2392497255078,477.89265730000125
2025-10-24,15297.905006341354,13427.521792491101,1870.383213850253,451.7576635333262
2025-10-25,14898.682977661669,13336.9890319812,1561.693945680469,378.41737739999667
2025-10-26,48875.43788823645,46670.602283115295,2204.8356051211504,349.02495830000254
2025-10-27,52961.57453486984,42521.6822564182,10439.89227845164,1667.9546650599987
2025-10-28,69101.94434467544,42503.013671671,26598.93067300445,4112.850990566663
2025-10-29,56565.92104692624,46781.278402266995,9784.642644659245,1647.870400599999
2025-10-30,64600.158893017615,43051.3410520687,21548.817840948912,3388.022523066663
2025-10-31,14605.86728621384,14605.86728621384,0.0,0.0
2025-11-01,13698.598558591233,13441.26625438541,257.3323042058234,56.300018333331145
2025-11-02,57847.44316076355,46840.409249388205,11007.033911375342,1945.8066117666622
2025-11-03,50777.70421218444,50754.948979223496,22.75523296094508,11.79944669999745
2025-11-04,57662.011140735805,45252.711027862424,12409.300112873378,1988.5884623309948
2025-11-05,54395.77796932921,50942.0958989816,3453.682070347613,631.513185966663
2025-11-06,60664.0738455497,49112.1845372899,11551.8893082598,2081.283926664663
2025-11-07,15299.85455390284,14163.5917316505,1136.2628222523404,222.94963646666147
2025-11-08,14218.402724733802,14218.402724733802,0.0,0.0
2025-11-09,53839.60217931073,50777.70362496352,3061.8985543472086,498.80313686667023
2025-11-10,60451.043377634254,52424.0714539497,8026.971923684556,1447.5501215499994
2025-11-11,53149.0779815558,52928.5217700809,220.55621147489785,87.05015616666607
2025-11-12,60683.712031915806,49276.572820311005,11407.1392116048,1921.84714143333
2025-11-13,69230.07139321807,49743.8987785496,19486.172614668474,3060.6538064266597
2025-11-14,14670.802389103621,14670.802389103621,0.0,0.0
2025-11-15,15119.315735110664,15028.8785578652,90.43717724546423,25.733399199999532
2025-11-16,67532.07963306303,51524.753679380505,16007.32595368252,2634.817636733331
2025-11-17,70656.98001918726,49572.431928832,21084.548090355263,3469.8000158999994
2025-11-18,70007.4974900285,51184.2541560119,18823.24333401661,3320.3508366666574
2025-11-19,72823.52649771374,51976.17802491401,20847.34847279974,3648.063051199998
2025-11-20,70567.7087125735,51205.345046539194,19362.363666034304,3164.6555205666664
2025-11-21,16261.760788355205,15140.2817262838,1121.4790620714043,231.0250842000009
2025-11-22,16384.054069950478,15417.66076502869,966.3933049217873,231.86755519999738
2025-11-23,69440.15218889112,52209.9557193997,17230.196469491417,2898.929263999994
2025-11-24,68620.38675946793,51217.254185058,17403.132574409927,2846.15228353333
2025-11-25,59798.51807819148,59556.02479255355,242.4932856379305,97.93361376666572
2025-11-26,60909.36836023907,56355.6437699399,4553.724590299164,841.2083713999968
2025-11-27,63309.5763249016,54740.76585654273,8568.810468358879,1375.0679739533296
2025-11-28,16271.778799303098,14962.625766522002,1309.1530327810958,261.22977806666586
2025-11-29,18252.722641014996,18219.2942030014,33.42843801359916,17.195698566666238
2025-11-30,73625.87478661891,57061.428474654,16564.44631196491,2668.5408549266563
2025-12-01,95821.72401300007,64177.67944504484,31644.044567955232,4879.083125533333
2025-12-02,78304.44968292708,71557.6628145416,6746.7868683854795,977.3987271666608
2025-12-03,107184.56640653501,62643.435896783,44541.13050975202,6025.479473699994
2025-12-04,80562.9936340449,70065.1544961312,10497.839137913703,1506.3063092666625
2025-12-05,34067.3619242178,18922.995412464596,15144.366511753207,2570.8997009599943
2025-12-06,25505.73186202449,21286.0434541892,4219.688407835293,813.8595146166587
2025-12-07,76040.10365632246,71063.326174633,4976.77748168947,680.7677109999911
2025-12-08,74737.64157528323,74737.64157528323,0.0,0.0
2025-12-09,73786.36892082644,70853.4902987003,2932.878622126139,406.3153245000007
2025-12-10,86294.75899266526,67181.15708280468,19113.601909860576,2765.9785436999914
2025-12-11,69384.08855873207,69193.8902579656,190.19830076646923,85.71605909999633
2025-12-12,23387.79753205401,22223.5266676905,1164.270864363509,201.82804566666812
2025-12-13,23507.633808529412,22226.1124041841,1281.521404345314,229.56861663333575
2025-12-14,96719.65881532301,66290.3759917518,30429.282823571208,4161.668790866661
2025-12-15,97537.59958002079,66783.9978034692,30753.60177655158,4200.769384466663
2025-12-16,72205.59355181806,71043.94624867172,1161.6473031463338,251.39933653333284
2025-12-17,73124.07518326191,70812.66042152021,2311.414761741698,405.4893859666641
2025-12-18,79226.27659215481,67300.73678284457,11925.539809310236,1619.078834033331
2025-12-19,31887.720308124655,20251.334261981898,11636.38604614276,1841.4489139666632
2025-12-20,21699.85849612531,21649.8780157144,49.98048041091262,27.394069833331116
2025-12-21,75093.20696426588,69757.5444504091,5335.662513856769,705.5869650666689
2025-12-22,82479.83685538362,69092.84195957499,13386.994895808632,1824.6659901999976
2025-12-23,71487.09033927474,70503.70036833899,983.3899709357479,137.64113999999893
2025-12-24,74567.01949420058,68264.89942647479,6302.120067725787,943.4094060666581
2025-12-25,91920.08430180771,65984.9908052349,25935.093496572812,3459.8283001333257
2025-12-26,31915.975429001708,20497.876415383198,11418.099013618512,1845.7776187666655
2025-12-27,27331.615883977043,20387.788715647403,6943.827168329639,1081.3360668666674
2025-12-28,69980.28724680959,68243.86816838812,1736.4190784214727,260.84157473333283
2025-12-29,78036.35851674661,66634.5720268262,11401.786489920416,1622.0316771333307
2025-12-30,73722.66256899017,67296.08583566669,6426.576733323476,994.3378221333277
2025-12-31,79733.95765691312,68427.4506881919,11306.506968721216,1597.0231910666594
